PC (방1),TV (거실),공기청정기 (거실),세탁기 (발코니2),전기밥솥 (주방),realcharge,predictcharge
66.0,2842.0,20.0,0.0,0.0,2930,10170
2.2841367619371638,97.01586238899826,0.7000008490645866,0.0,0.0,2930,10170
