65.34833333333333,2715.6703333333335,17.75091666666667,0.0,0.0
130.69833333333332,4782.120166666667,35.77541666666667,0.0,0.0
195.93916666666667,6879.93675,53.060750000000006,0.0,0.0
261.3474166666667,9729.359333333334,70.32641666666667,0.0,0.0
326.6965,13650.788416666666,88.03500000000001,0.0,0.0
392.16683333333333,16833.928,108.31850000000001,0.0,0.0
457.55308333333335,19183.759333333335,125.40608333333336,0.0,0.0
522.8855,21071.086583333334,143.21366666666668,0.0,0.0
588.21875,23250.783583333334,160.70191666666668,0.0,0.0
653.64525,25289.802083333332,178.0149166666667,0.0,0.0
719.0638333333334,28960.660083333332,195.4596666666667,0.0,0.0
784.5410833333334,32587.506999999998,212.53325,0.0,0.0
849.7952500000001,34697.46633333333,229.74875,0.0,0.0
915.1129166666668,37461.902416666664,248.03716666666668,0.0,0.0
980.5868333333335,39065.058666666664,265.71875,0.0,0.0
1343.674,40924.197499999995,283.8210833333334,0.0,0.0
1405.2284166666666,43249.790833333325,300.0041666666667,0.0,0.0
1466.6785,46059.136916666655,317.3984166666667,0.0,0.0
1528.2835833333334,49020.69449999999,335.0175833333334,0.0,0.0
1621.1396666666667,51706.88049999999,352.4180833333334,0.0,0.0
1678.1603333333333,54147.47458333333,369.7453333333334,0.0,0.0
1735.3252499999999,56734.297999999995,387.0893333333334,0.0,0.0
1792.4409999999998,59649.50474999999,404.4450833333334,0.0,0.0
1849.5841666666665,62231.13933333333,421.68666666666667,0.0,0.0
1906.79875,65518.698416666666,439.05941666666666,0.0,0.0
1964.0633333333333,69127.08333333333,456.5271666666667,0.0,0.0
2021.1795,71597.52124999999,473.8964166666667,0.0,0.0
2078.384666666667,73339.84291666666,491.1854166666667,0.0,0.0
2135.4167500000003,75676.11383333332,508.54108333333335,0.0,0.0
2192.696583333334,77688.90483333332,526.0095833333334,0.0,0.0
