PC (방1),TV (거실),TV2 (방1),TV3 (방2),노트북 (방3),선풍기 (방1),선풍기1 (방1),세탁기 (발코니2),에어컨 (거실),에어컨 (방1),전기밥솥 (주방),전자레인지 (주방),realcharge,predictcharge
12.0,13.0,509.0,12.0,265.0,256.0,28.0,119.0,13.0,13.0,13.0,220.0,1480,4720
0.873241021775535,0.9042494025763282,34.41537421785024,0.8601411107294893,17.942189757043845,17.335173380089397,1.9141831888105427,8.06759974739105,0.9339658196730392,0.9129488752310464,0.9218949727401291,14.919038506089347,1480,4720
