PC (침실2),TV (거실),TV (침실1),선풍기1 (침실1),선풍기2 (침실2),세탁기 (발코니2),에어컨 (거실),에어컨실외기 (거실),에어프라이기 (주방),전기밥솥 (주방),전자레인지 (주방),커피포트 (주방),헤어드라이어 (침실1),realcharge,predictcharge
1005.0,1125.0,407.0,7.0,284.0,123.0,402.0,8820.0,290.0,817.0,22.0,322.0,100.0,13730,39750
7.325789354684206,8.19612117511551,2.966944416790553,0.052389913536633595,2.0751350680540517,0.9028885432827802,2.9293485207370495,64.24348924540864,2.113477457808993,5.95087577942403,0.16141443276675108,2.3475478851106097,0.7345782072802052,13730,39750
