,세탁기 (발코니2)
109044,359.80500000000006
109056,12.407
109068,12.751
109080,12.806000000000003
109092,12.675999999999998
109104,12.782
109116,12.993000000000002
109128,12.786
109140,12.341000000000001
109152,12.613999999999999
109164,12.825
109176,12.913
109188,12.899999999999999
109200,12.713999999999999
109212,12.861
109224,12.831000000000001
109236,12.168
109248,12.796
109260,12.712
109272,12.359
109284,12.452
109296,12.304
109308,12.497000000000002
109320,12.503
