,TV3 (방2)
109044,3.757999999999999
109056,3.641
109068,3.956
109080,3.3400000000000003
109092,3.81
109104,3.938
109116,3.6940000000000004
109128,3.5780000000000003
109140,3.6350000000000007
109152,3.7219999999999995
109164,3.987
109176,3.846
109188,3.5709999999999997
109200,3.7920000000000003
109212,3.968
109224,3.622
109236,3.572
109248,3.7000000000000006
109260,3.681
109272,3.55
109284,3.6750000000000007
109296,3.7340000000000004
109308,3.672
109320,3.4469999999999996
