,에어컨 (방1)
109044,4.133
109056,4.220999999999999
109068,4.134
109080,4.047000000000001
109092,4.125
109104,4.0200000000000005
109116,3.8330000000000006
109128,4.014
109140,3.8609999999999998
109152,3.8939999999999997
109164,3.9530000000000003
109176,4.002
109188,4.086
109200,4.075
109212,3.7460000000000004
109224,3.9530000000000003
109236,3.9699999999999998
109248,4.086
109260,4.007
109272,3.768
109284,4.153
109296,3.8000000000000003
109308,4.0280000000000005
109320,3.769
