,선풍기1 (방1)
109044,97.22000000000001
109056,18.275000000000002
109068,3.599
109080,3.7170000000000005
109092,3.5680000000000005
109104,3.721
109116,3.7910000000000004
109128,3.626
109140,3.436
109152,3.6420000000000003
109164,3.805
109176,3.67
109188,20.881999999999998
109200,130.507
109212,73.78699999999999
109224,3.552
109236,3.5749999999999993
109248,3.58
109260,3.21
109272,3.3999999999999995
109284,3.529
109296,3.628
109308,3.5220000000000007
109320,3.5980000000000003
