PC (침실2),TV (거실),TV (침실1),선풍기1 (침실1),선풍기2 (침실2),세탁기 (발코니2),에어컨 (거실),에어컨실외기 (거실),에어프라이기 (주방),전기밥솥 (주방),전자레인지 (주방),커피포트 (주방),헤어드라이어 (침실1),realcharge,predictcharge
2040.0,2464.0,619.0,15.0,602.0,198.0,657.0,15445.0,589.0,1472.0,41.0,655.0,176.0,24980,47530
8.167213387792643,9.86734392535229,2.47983378428206,0.06380470550876366,2.412076362018971,0.7949201128321355,2.631097805361194,61.83153857728364,2.360879568430269,5.892764960527076,0.16812604296736083,2.6252110081474327,0.7051897594961722,24980,47530
